,Bejamin,Courtni,Damone,Dondra,Glynis,Jenessa,Kaira,Leonardo,Marian,Mustafa,Randale,Raynor,Rosheena,Shawanda,Sherod,Shirlee,Tarrence,Turquoise,Tylar,Tyrice
0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
1,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
2,11.79849098897061,15.805604452844772,34.7992523546466,40.976461484132244,44.94861287212143,33.50347789413931,40.7956034233747,53.403168233185966,30.65744619517551,30.701195386969026,58.74335140531735,36.17870284811021,48.517945119273264,41.28249055851008,49.826646697847735,36.39377542393129,39.330659294838654,65.04012130465233,35.0031543829019,34.35896309041064
3,11.79849098897061,15.805604452844772,34.7992523546466,40.976461484132244,44.94861287212143,33.50347789413931,40.7956034233747,40.448157488507,15.566573233141167,30.701195386969026,58.74335140531735,36.17870284811021,48.517945119273264,41.28249055851008,49.826646697847735,36.39377542393129,39.330659294838654,65.04012130465233,35.0031543829019,34.35896309041064
4,17.058490988970608,16.855604452844773,40.059252354646596,42.02646148413224,45.99861287212143,38.76347789413931,41.8456034233747,47.448157488507,20.826573233141165,35.961195386969024,59.79335140531735,41.43870284811021,49.56794511927326,46.542490558510075,50.87664669784773,41.653775423931286,40.38065929483865,66.09012130465233,35.0031543829019,39.61896309041064
5,17.058490988970608,16.855604452844773,40.059252354646596,42.02646148413224,45.99861287212143,38.76347789413931,41.8456034233747,47.448157488507,20.826573233141165,35.961195386969024,59.79335140531735,41.43870284811021,49.56794511927326,46.542490558510075,50.87664669784773,41.653775423931286,40.38065929483865,66.09012130465233,35.0031543829019,39.61896309041064
6,21.718490988970608,17.405604452844774,44.7192523546466,42.57646148413224,46.548612872121424,43.42347789413931,42.395603423374695,47.998157488507005,29.826573233141165,40.62119538696902,60.34335140531735,46.09870284811021,50.11794511927326,51.20249055851008,51.42664669784773,46.31377542393129,40.93065929483865,74.09012130465233,39.663154382901894,44.27896309041064
7,21.718490988970608,17.405604452844774,44.7192523546466,42.57646148413224,46.548612872121424,43.42347789413931,42.395603423374695,47.998157488507005,29.826573233141165,40.62119538696902,60.34335140531735,46.09870284811021,50.11794511927326,51.20249055851008,51.42664669784773,46.31377542393129,40.93065929483865,74.09012130465233,17.075255606612103,44.27896309041064
8,26.67849098897061,22.405604452844774,49.6792523546466,43.376461484132236,47.34861287212142,48.38347789413931,43.19560342337469,64.54226278907348,34.78657323314117,45.58119538696902,61.14335140531735,51.05870284811021,50.917945119273256,,52.22664669784773,51.27377542393129,41.730659294838645,74.89012130465233,22.035255606612104,49.23896309041064
9,11.856634659511059,22.405604452844774,49.6792523546466,43.376461484132236,47.34861287212142,48.38347789413931,43.19560342337469,64.54226278907348,34.78657323314117,45.58119538696902,49.20446485708453,51.05870284811021,50.917945119273256,,52.22664669784773,51.27377542393129,41.730659294838645,74.89012130465233,2.232519830180941,49.23896309041064
10,11.20663465951106,28.20560445284477,55.4792523546466,49.17646148413223,52.34861287212142,54.18347789413931,48.99560342337469,70.34226278907347,34.13657323314117,44.93119538696902,58.20446485708453,50.40870284811021,50.26794511927326,,51.57664669784773,50.62377542393129,41.08065929483865,74.24012130465232,1.5825198301809422,55.03896309041064
11,11.20663465951106,,59.51927257208865,49.17646148413223,52.34861287212142,58.223498111581364,48.99560342337469,70.34226278907347,38.176593450583226,44.93119538696902,58.20446485708453,54.448723065552265,50.26794511927326,,51.57664669784773,54.66379564137335,41.08065929483865,75.0,1.5825198301809422,55.03896309041064
12,10.70663465951106,,65.51927257208865,55.17646148413223,58.34861287212142,64.22349811158136,54.99560342337469,76.34226278907347,37.676593450583226,50.93119538696902,64.20446485708453,53.948723065552265,49.76794511927326,,51.07664669784773,54.16379564137335,40.58065929483865,74.5,1.0825198301809422,61.03896309041064
13,10.70663465951106,,65.51927257208865,55.17646148413223,58.34861287212142,64.22349811158136,16.25912174923178,76.34226278907347,16.20653913367044,50.93119538696902,64.20446485708453,53.948723065552265,49.76794511927326,,51.07664669784773,54.16379564137335,40.58065929483865,39.29241777991598,1.0825198301809422,49.72678919605703
14,11.620920373796775,,69.91927257208866,59.57646148413223,62.74861287212142,68.62349811158137,20.65912174923178,80.74226278907346,17.120824847956154,55.33119538696902,68.60446485708454,54.86300877983798,50.682230833558975,,51.990932412133446,55.078081355659066,41.494945009124365,47.29241777991598,1.9968055444666568,51.72678919605703
15,11.620920373796775,,69.91927257208866,59.57646148413223,62.74861287212142,68.62349811158137,20.65912174923178,80.74226278907346,17.120824847956154,55.33119538696902,68.60446485708454,54.86300877983798,50.682230833558975,,51.990932412133446,55.078081355659066,41.494945009124365,47.29241777991598,1.9968055444666568,51.72678919605703
16,12.478063230939632,,74.25260590542199,63.90979481746557,67.08194620545476,72.9568314449147,24.99245508256511,85.0755961224068,17.97796770509901,59.66452872030236,77.60446485708454,55.720151636980845,52.682230833558975,,52.84807526927631,55.93522421280193,42.352087866267226,48.14956063705884,2.8539484016095145,56.060122529390355
17,12.478063230939632,,74.25260590542199,63.90979481746557,67.08194620545476,72.9568314449147,4.67925185972609,85.0755961224068,17.97796770509901,59.66452872030236,77.60446485708454,55.720151636980845,52.682230833558975,,52.84807526927631,55.93522421280193,42.352087866267226,48.14956063705884,2.8539484016095145,56.060122529390355
18,13.220920373796776,,78.45260590542199,68.10979481746557,72.08194620545476,77.1568314449147,8.87925185972609,89.2755961224068,18.720824847956155,63.86452872030236,81.80446485708454,56.46300877983799,53.42508797641612,,53.590932412133455,56.678081355659074,43.09494500912437,24.66007536587035,3.5968055444666582,60.26012252939036
19,13.220920373796776,,78.45260590542199,68.10979481746557,72.08194620545476,77.1568314449147,8.87925185972609,89.2755961224068,18.720824847956155,63.86452872030236,81.80446485708454,56.46300877983799,53.42508797641612,,53.590932412133455,56.678081355659074,43.09494500912437,24.66007536587035,3.5968055444666582,60.26012252939036
20,14.249491802368208,,82.98593923875532,74.10979481746557,76.61527953878809,81.69016477824803,13.41258519305942,93.80892945574013,19.749396276527587,68.39786205363569,86.33779819041787,58.46300877983799,54.453659404987555,,54.61950384070489,57.706652784230506,44.123516437695805,25.688646794441784,4.62537697303809,64.79345586272369
21,14.249491802368208,,82.98593923875532,74.10979481746557,76.61527953878809,81.69016477824803,13.41258519305942,93.80892945574013,19.749396276527587,68.39786205363569,86.33779819041787,58.46300877983799,54.453659404987555,,54.61950384070489,57.706652784230506,44.123516437695805,25.688646794441784,4.62537697303809,64.79345586272369
22,15.449491802368208,,87.71927257208866,78.8431281507989,81.34861287212142,86.42349811158137,18.145918526392755,98.54226278907346,20.949396276527587,71.39786205363569,91.0711315237512,59.663008779837995,55.65365940498755,,55.81950384070488,58.9066527842305,45.3235164376958,26.888646794441783,5.8253769730380895,66.79345586272369
23,15.449491802368208,,87.71927257208866,78.8431281507989,81.34861287212142,86.42349811158137,18.145918526392755,98.54226278907346,,71.39786205363569,91.0711315237512,59.663008779837995,55.65365940498755,,55.81950384070488,58.9066527842305,45.3235164376958,26.888646794441783,5.8253769730380895,66.79345586272369
24,14.47806323093964,,92.69427257208865,84.8431281507989,86.32361287212142,91.39849811158136,23.120918526392753,100.0,,70.42643348220713,96.0461315237512,58.69158020840943,54.68223083355898,,54.848075269276315,57.935224212801934,44.35208786626723,34.88864679444178,4.853948401609522,71.76845586272368
25,14.47806323093964,,92.69427257208865,84.8431281507989,86.32361287212142,91.39849811158136,23.120918526392753,100.0,,70.42643348220713,96.0461315237512,26.4523898523231,54.68223083355898,,54.848075269276315,57.935224212801934,18.677417532892868,34.88864679444178,4.853948401609522,71.76845586272368
26,13.792348945225356,,98.04427257208864,90.1931281507989,91.67361287212141,96.74849811158136,28.47091852639275,100.0,,69.74071919649285,100.0,28.4523898523231,53.9965165478447,,61.848075269276315,57.24950992708765,17.991703247178584,34.2029325087275,4.168234115895238,77.11845586272368
27,13.792348945225356,,98.04427257208864,90.1931281507989,79.95923092646267,96.74849811158136,28.47091852639275,100.0,,69.74071919649285,100.0,,53.9965165478447,,61.848075269276315,57.24950992708765,17.991703247178584,34.2029325087275,4.168234115895238,77.11845586272368
28,14.592348945225357,,100.0,93.59312815079889,84.95923092646267,100.0,31.87091852639275,100.0,,70.54071919649284,100.0,,54.7965165478447,,62.64807526927632,58.049509927087655,18.791703247178585,42.2029325087275,4.968234115895239,80.51845586272367
29,14.592348945225357,,100.0,93.59312815079889,84.95923092646267,100.0,31.87091852639275,100.0,,70.54071919649284,100.0,,54.7965165478447,,62.64807526927632,58.049509927087655,18.791703247178585,42.2029325087275,4.968234115895239,80.51845586272367
30,15.992348945225359,,100.0,97.66812815079889,89.03423092646267,100.0,35.945918526392745,100.0,,71.94071919649285,100.0,,56.19651654784471,,64.04807526927632,58.049509927087655,22.791703247178585,43.602932508727505,6.368234115895241,84.59345586272367
31,15.992348945225359,,100.0,97.66812815079889,6.922451018473129,100.0,35.945918526392745,100.0,,71.94071919649285,60.81786821620437,,56.19651654784471,,64.04807526927632,58.049509927087655,22.791703247178585,43.602932508727505,6.368234115895241,84.59345586272367
32,17.059015611892026,,100.0,100.0,11.92245101847313,100.0,39.945918526392745,100.0,,73.00738586315951,35.97761200332705,,57.26318321451137,,18.84130426272677,59.11617659375432,23.85836991384525,17.922279811366746,7.434900782561908,88.29345586272368
33,17.059015611892026,,100.0,100.0,11.92245101847313,100.0,39.945918526392745,100.0,,73.00738586315951,35.97761200332705,,57.26318321451137,,18.84130426272677,59.11617659375432,23.85836991384525,17.922279811366746,7.434900782561908,88.29345586272368
34,18.525682278558694,,100.0,100.0,16.072451018473128,100.0,44.095918526392744,100.0,,76.00738586315951,40.12761200332705,,58.72984988117804,,20.307970929393438,59.11617659375432,25.32503658051192,19.388946478033414,8.901567449228576,92.44345586272368
35,18.525682278558694,,100.0,100.0,16.072451018473128,100.0,44.095918526392744,100.0,,76.00738586315951,40.12761200332705,,75.0,,,59.11617659375432,,19.388946478033414,8.901567449228576,92.44345586272368
36,19.725682278558693,,100.0,100.0,18.786736732758843,100.0,46.81020424067846,100.0,,77.20738586315952,42.84189771761277,,77.0,,,60.31617659375432,,20.588946478033414,10.101567449228575,95.1577415770094
37,19.725682278558693,,100.0,100.0,18.786736732758843,72.72678103641056,46.81020424067846,100.0,,77.20738586315952,42.84189771761277,,18.377167119276336,,,60.31617659375432,,20.588946478033414,10.101567449228575,95.1577415770094
38,20.845682278558694,,100.0,100.0,21.415308161330273,79.72678103641056,49.43877566924989,100.0,,80.20738586315952,45.4704691461842,,19.497167119276337,,,61.436176593754325,,21.708946478033415,11.221567449228576,97.78631300558084
39,20.845682278558694,,76.93224804239148,100.0,21.415308161330273,2.8631317974467976,49.43877566924989,100.0,,80.20738586315952,45.4704691461842,,19.497167119276337,,,61.436176593754325,,21.708946478033415,11.221567449228576,97.78631300558084
40,28.845682278558694,,76.93224804239148,100.0,24.215308161330274,5.663131797446798,52.23877566924989,100.0,,81.48738586315952,48.2704691461842,,20.77716711927634,,,62.71617659375433,,22.988946478033416,12.501567449228578,100.0
41,28.845682278558694,,76.93224804239148,85.29504131048907,24.215308161330274,5.663131797446798,52.23877566924989,100.0,,81.48738586315952,6.922807918307676,,20.77716711927634,,,62.71617659375433,,22.988946478033416,12.501567449228578,100.0
42,30.125682278558696,,79.73224804239148,91.29504131048907,27.015308161330275,8.463131797446799,55.03877566924989,100.0,,82.76738586315952,9.722807918307677,,22.77716711927634,,,63.99617659375433,,24.268946478033417,13.781567449228579,100.0
43,,,79.73224804239148,91.29504131048907,27.015308161330275,8.463131797446799,43.173684210707755,100.0,,82.76738586315952,9.722807918307677,,22.77716711927634,,,63.99617659375433,,8.056768312987217,13.781567449228579,100.0
44,,,79.73224804239148,90.65504131048907,26.375308161330278,12.663131797446798,47.173684210707755,100.0,,82.12738586315952,13.922807918307676,,22.13716711927634,,,63.35617659375433,,7.4167683129872195,13.141567449228582,100.0
45,,,79.73224804239148,90.65504131048907,26.375308161330278,12.663131797446798,47.173684210707755,100.0,,82.12738586315952,13.922807918307676,,22.13716711927634,,,63.35617659375433,,7.4167683129872195,13.141567449228582,100.0
46,,,83.03224804239147,89.29504131048907,31.375308161330278,15.963131797446795,50.47368421070775,100.0,,80.76738586315952,17.222807918307673,,20.777167119276342,,,61.99617659375433,,15.41676831298722,11.781567449228582,100.0
47,,,,89.29504131048907,31.375308161330278,15.963131797446795,50.47368421070775,100.0,,80.76738586315952,17.222807918307673,,20.777167119276342,,,61.99617659375433,,15.41676831298722,11.781567449228582,75.0
48,,,,91.69504131048907,33.77530816133028,18.363131797446798,52.87368421070775,100.0,,83.16738586315952,19.622807918307675,,23.177167119276344,,,61.99617659375433,,17.81676831298722,14.181567449228584,77.0
49,,,,91.69504131048907,33.77530816133028,18.363131797446798,52.87368421070775,100.0,,83.16738586315952,19.622807918307675,,23.177167119276344,,,61.99617659375433,,17.81676831298722,14.181567449228584,77.0
50,,,,93.79504131048907,38.77530816133028,20.463131797446795,54.973684210707745,100.0,,85.26738586315952,21.722807918307673,,25.277167119276346,,,64.09617659375434,,19.916768312987223,14.181567449228584,79.1
51,,,,93.79504131048907,38.77530816133028,20.463131797446795,54.973684210707745,100.0,,75.0,21.722807918307673,,,,,64.09617659375434,,19.916768312987223,14.181567449228584,79.1
52,,,,92.99504131048907,37.97530816133028,23.503131797446795,58.013684210707744,100.0,,78.0,30.722807918307673,,,,,63.29617659375434,,19.116768312987226,13.381567449228587,82.13999999999999
53,,,,92.99504131048907,37.97530816133028,23.503131797446795,58.013684210707744,100.0,,78.0,30.722807918307673,,,,,63.29617659375434,,19.116768312987226,13.381567449228587,82.13999999999999
54,,,,91.89504131048908,36.87530816133028,30.503131797446795,60.693684210707744,100.0,,76.9,33.40280791830767,,,,,62.196176593754345,,27.116768312987226,12.28156744922859,84.82
55,,,,91.89504131048908,8.393038070462758,30.503131797446795,60.693684210707744,100.0,,76.9,33.40280791830767,,,,,62.196176593754345,,,12.28156744922859,84.82
56,,,,94.42837464382241,13.393038070462758,30.783131797446792,60.973684210707745,100.0,,79.43333333333334,33.682807918307674,,,,,64.72950992708768,,,14.814900782561924,86.82
57,,,,94.42837464382241,13.393038070462758,30.783131797446792,60.973684210707745,100.0,,79.43333333333334,33.682807918307674,,,,,64.72950992708768,,,14.814900782561924,86.82
58,,,,94.02837464382242,12.99303807046276,34.303131797446795,64.49368421070774,100.0,,79.03333333333333,37.20280791830767,,,,,64.72950992708768,,,14.414900782561926,90.33999999999999
59,,,,94.02837464382242,12.99303807046276,34.303131797446795,64.49368421070774,100.0,,79.03333333333333,37.20280791830767,,,,,64.72950992708768,,,14.414900782561926,90.33999999999999
60,,,,93.12837464382241,17.99303807046276,37.2231317974468,67.41368421070774,100.0,,78.13333333333333,40.12280791830767,,,,,63.82950992708768,,,13.514900782561927,93.25999999999999
61,,,,93.12837464382241,17.99303807046276,37.2231317974468,67.41368421070774,100.0,,78.13333333333333,40.12280791830767,,,,,63.82950992708768,,,13.514900782561927,93.25999999999999
62,,,,92.32837464382241,17.193038070462762,40.263131797446796,71.41368421070774,100.0,,77.33333333333333,43.16280791830767,,,,,63.02950992708768,,,12.71490078256193,96.29999999999998
63,,,,92.32837464382241,17.193038070462762,28.62697309172205,71.41368421070774,100.0,,77.33333333333333,14.541993836799294,,,,,63.02950992708768,,,12.71490078256193,96.29999999999998
64,,,,91.02837464382242,15.893038070462762,31.06697309172205,73.85368421070774,100.0,,76.03333333333333,23.541993836799293,,,,,61.729509927087676,,,11.41490078256193,98.73999999999998
65,,,,48.75073780064471,15.893038070462762,31.06697309172205,73.85368421070774,100.0,,76.03333333333333,23.541993836799293,,,,,17.729402166992834,,,11.41490078256193,98.73999999999998
66,,,,54.75073780064471,14.893038070462762,33.86697309172205,76.65368421070774,100.0,,75.03333333333333,26.341993836799293,,,,,16.729402166992834,,,10.41490078256193,100.0
67,,,,54.75073780064471,14.893038070462762,,76.65368421070774,100.0,,75.03333333333333,26.341993836799293,,,,,16.729402166992834,,,10.41490078256193,100.0
68,,,,56.88407113397804,14.81303807046276,,76.57368421070774,99.92,,78.03333333333333,26.26199383679929,,,,,18.86273550032617,,,12.548234115895266,99.92
69,,,,56.88407113397804,14.81303807046276,,76.57368421070774,99.92,,78.03333333333333,26.26199383679929,,,,,18.86273550032617,,,12.548234115895266,99.92
70,,,,58.750737800644714,19.81303807046276,,76.25368421070775,99.6,,79.9,25.94199383679929,,,,,20.72940216699284,,,14.414900782561936,99.6
71,,,,58.750737800644714,19.81303807046276,,76.25368421070775,99.6,,79.9,25.94199383679929,,,,,20.72940216699284,,,14.414900782561936,99.6
72,,,,61.284071133978046,20.093038070462757,,76.53368421070775,99.88,,82.43333333333334,26.22199383679929,,,,,23.262735500326176,,,14.414900782561936,99.88
73,,,,61.284071133978046,,,76.53368421070775,99.88,,82.43333333333334,26.22199383679929,,,,,23.262735500326176,,,14.414900782561936,99.88
74,,,,60.21740446731138,,,77.83368421070774,21.204723648243768,,81.36666666666667,27.52199383679929,,,,,22.19606883365951,,,13.34823411589527,45.09570141567993
75,,,,60.21740446731138,,,77.83368421070774,21.204723648243768,,81.36666666666667,27.52199383679929,,,,,22.19606883365951,,,13.34823411589527,45.09570141567993
76,,,,66.21740446731138,,,77.83368421070774,21.204723648243768,,81.36666666666667,27.52199383679929,,,,,22.19606883365951,,,13.34823411589527,48.09570141567993
77,,,,66.21740446731138,,,77.83368421070774,21.204723648243768,,81.36666666666667,5.508375544421359,,,,,22.19606883365951,,,13.34823411589527,48.09570141567993
78,,,,72.21740446731138,,,77.83368421070774,21.204723648243768,,81.36666666666667,5.508375544421359,,,,,22.19606883365951,,,13.34823411589527,51.09570141567993
79,,,,72.21740446731138,,,77.83368421070774,21.204723648243768,,81.36666666666667,5.508375544421359,,,,,22.19606883365951,,,13.34823411589527,51.09570141567993
80,,,,72.21740446731138,,,77.83368421070774,21.204723648243768,,81.36666666666667,5.508375544421359,,,,,22.19606883365951,,,13.34823411589527,60.09570141567993
81,,,,72.21740446731138,,,77.83368421070774,1.7373302822100918,,47.84389972629958,5.508375544421359,,,,,22.19606883365951,,,13.34823411589527,60.09570141567993
82,,,,72.21740446731138,,,77.83368421070774,8.737330282210092,,47.84389972629958,5.508375544421359,,,,,22.19606883365951,,,13.34823411589527,62.09570141567993
83,,,,72.21740446731138,,,77.83368421070774,8.737330282210092,,47.84389972629958,5.508375544421359,,,,,22.19606883365951,,,13.34823411589527,62.09570141567993
84,,,,72.21740446731138,,,77.83368421070774,8.737330282210092,,50.84389972629958,5.508375544421359,,,,,22.19606883365951,,,13.34823411589527,68.09570141567994
85,,,,75.0,,,77.83368421070774,8.737330282210092,,50.84389972629958,5.508375544421359,,,,,,,,13.34823411589527,68.09570141567994
86,,,,39.36406826672687,,,77.83368421070774,8.737330282210092,,50.84389972629958,5.508375544421359,,,,,,,,13.34823411589527,10.212481648359502
87,,,,39.36406826672687,,,77.83368421070774,8.737330282210092,,50.84389972629958,5.508375544421359,,,,,,,,13.34823411589527,10.212481648359502
88,,,,33.28406826672686,,,71.75368421070775,2.65733028221009,,44.763899726299584,14.508375544421359,,,,,,,,7.268234115895268,36.612481648359505
89,,,,33.28406826672686,,,71.75368421070775,2.65733028221009,,44.763899726299584,14.508375544421359,,,,,,,,7.268234115895268,36.612481648359505
90,,,,27.924068266726863,,,66.39368421070775,,,47.763899726299584,43.30837554442137,,,,,,,,1.9082341158952687,36.612481648359505
91,,,,27.924068266726863,,,66.39368421070775,,,47.763899726299584,19.035160892940997,,,,,,,,1.9082341158952687,36.612481648359505
